X,Y,OBJECTID,GISID,TYPE,GC_NR,STRAATNAAM,HUISNUMMER,POSTCODE,SECTOR,OPMERKING,EBDD,ROUTE_WEEK,ROUTE_WEEKEND,FREQ_SLK,SLK_MA,SLK_DI,SLK_WO,SLK_DO,SLK_VR,SLK_ZA,SLK_ZO,FREQ_LEDIGING,LED_MA,LED_DI,LED_WO,LED_DO,LED_VR,LED_ZA,LED_ZO,Latitude,Longitude
489726.251718793,6659739.16560843,54345,GLASCONT_00732,ondergrondse duo,O1132-A617,DRUKKERIJSTRAAT,36,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.21683411727726,4.399285769535558
489726.460853071,6659735.23890066,54346,GLASCONT_00733,ondergrondse duo,O1130-A618,DRUKKERIJSTRAAT,38,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.21681202239169,4.399287648220742
489271.167222537,6660116.27533283,54347,GLASCONT_00735,mono glasbol wit,M2503,ERNEST VAN DIJCKKAAI,2,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.2189559971522,4.395197675950032
489268.289342891,6660110.32428904,54348,GLASCONT_00736,mono glasbol groen,M2012,ERNEST VAN DIJCKKAAI,2,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.21892251322742,4.395171823517314
489964.120283047,6660243.69844835,54349,GLASCONT_00740,mono glasbol groen,M1680,GROENPLAATS,20,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.219672945538164,4.401422579204367
489958.78369706,6660244.83492882,54350,GLASCONT_00741,mono glasbol wit,M1556,GROENPLAATS,20,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.21967933991515,4.401374639836796
490133.805720015,6659577.38470965,54351,GLASCONT_00746,duo glasbol,D1096,,5,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.21592379618015,4.402946889419575
490845.941314415,6659616.53893736,54352,GLASCONT_00747,mono glasbol groen,M1644,MARIA PIJPELINCXSTRAAT,2,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.21614411382511,4.409344112307727
490845.201449333,6659626.03891882,54353,GLASCONT_00748,mono glasbol wit,M1505,MARIA PIJPELINCXSTRAAT,2,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.2161975692868,4.409337465986613
490363.618128223,6659190.83538383,54354,GLASCONT_00749,ondergrondse duo,O1128-A620,LANGE GASTHUISSTRAAT,45,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.213748658077286,4.405011329407311
490938.716556998,6660537.63267151,54355,GLASCONT_00753,duo glasbol,A344,KEIZERSTRAAT,71,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.221326728995614,4.4101775264917285
492855.052005147,6660535.39551017,54356,GLASCONT_00756,ondergrondse duo,O1135-A606,OFFERANDESTRAAT,114,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.221314142116746,4.427392260717451
492798.206807251,6660655.6494244,54357,GLASCONT_00757,ondergrondse duo,O1129-A616,DUINSTRAAT,15,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.22199071850323,4.426881611616463
492485.582114127,6660787.72353361,54358,GLASCONT_00758,duo glasbol,D1074,SINT-ELISABETHSTRAAT,57,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.22273378658698,4.424073256216198
491844.040125063,6660660.19752608,54359,GLASCONT_00760,duo glasbol,D1255,OSYSTRAAT,16,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.22201630698199,4.418310186474392
492076.885094017,6660547.38878076,54360,GLASCONT_00761,duo glasbol,D1271,DE CONINCKPLEIN,6,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.22138161948257,4.420401868418811
482910.461375783,6651657.1749283,54361,GLASCONT_00766,duo glasbol,D1060,ACHTURENDAGSTRAAT,27,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,,51.17133574311594,4.338058483150757
492524.28150291,6662459.33091481,54362,GLASCONT_00780,duo glasbol,D1117,DAMPLEIN,86,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.232137455377696,4.424420898740498
492707.019837297,6662373.77253078,54363,GLASCONT_00781,duo glasbol,D1114,DAMPLEIN,27,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.23165619122178,4.426062465128242
494126.415242515,6660037.6114142,54364,GLASCONT_00791,duo glasbol,D1214,HELMSTRAAT,163,2140,MIDDEN,Borgerhout,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.21851338766527,4.4388131109954045
495204.378434994,6660393.45725071,54365,GLASCONT_00793,mono glasbol wit,M1581,BUURTSPOORWEGLEI,28,2140,MIDDEN,Borgerhout,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.2205155517834,4.448496619110626
495179.583480069,6660382.70230617,54366,GLASCONT_00794,mono glasbol groen,M1659,BUURTSPOORWEGLEI,28,2140,MIDDEN,Borgerhout,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.22045504043907,4.448273882240844
492898.104102154,6661438.33932756,54367,GLASCONT_00795,duo glasbol,D1250,NIJVERHEIDSTRAAT,,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.22639407026734,4.427779004284999
493313.014721284,6660077.50703872,54368,GLASCONT_00799,ondergrondse duo,O0111-A603,KERKSTRAAT,80,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.218737864452635,4.4315062097920785
494685.953344308,6659405.79854781,54369,GLASCONT_00803,duo glasbol,D1139,TURNHOUTSEBAAN_BO,48,2140,MIDDEN,Borgerhout,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.2149582824125,4.443839527284283
493623.578410563,6659722.65821122,54370,GLASCONT_00807,duo glasbol,D1183,LAAR_BO,29,2140,MIDDEN,Borgerhout,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.21674123302053,4.434296050879798
493867.980837283,6660757.19759205,54371,GLASCONT_00808,duo glasbol,D1257,LANGE BEELDEKENSSTRAAT,322,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.222562044280586,4.436491555233782
493517.301473566,6661048.25035154,54372,GLASCONT_00810,ondergrondse duo,O1122-A612,SCHOOLSTRAAT,3,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.22419951306212,4.433341348911259
493524.324850319,6661541.37555729,54373,GLASCONT_00812,duo glasbol,D1191,POMPOENSTRAAT,2,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,,51.226973712604156,4.433404440978093
492184.971647597,6654941.12740441,54374,GLASCONT_00816,ondergrondse duo,O1113-A630,COREMANSSTRAAT,,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.18982850061378,4.421372826449696
492402.299773417,6654589.55514989,54375,GLASCONT_00817,duo glasbol,D1225,ELISABETHLAAN,42,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.18784906392384,4.423325118220629
491881.273252549,6654385.72212722,54376,GLASCONT_00818,duo glasbol,D1158,GERARD LE GRELLELAAN,,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.18670139584931,4.418644657349355
492399.917286031,6653424.46517464,54377,GLASCONT_00819,duo glasbol,D1216,PRINSES JOSEPHINE CHARLOTTELAAN,298,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.18128871827969,4.423303715972298
493724.699642409,6653360.15051575,54378,GLASCONT_00821,duo glasbol,D1182,FRUITHOFLAAN,17,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,,51.18092655047676,4.43520443836096
493444.377624369,6653161.78916092,54379,GLASCONT_00822,duo glasbol,D1157,RINGLAAN_BE,1,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.17980952288308,4.432686262828154
493460.587236394,6653795.39676328,54380,GLASCONT_00823,mono glasbol wit,M1571,DE ROEST D'ALKEMADELAAN,,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.18337744749856,4.4328318762504715
493461.699498924,6653789.22775782,54381,GLASCONT_00824,mono glasbol groen,M1620,DE ROEST D'ALKEMADELAAN,,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.18334271037918,4.432841867874779
493765.880469255,6654116.84024164,54382,GLASCONT_00825,duo glasbol,D1215,ROOIPLEIN,6,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.185187430828364,4.435574372022644
494128.141384312,6653700.62648318,54383,GLASCONT_00826,mono glasbol wit,M1529,FLOR ALPAERTSSTRAAT,,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.18284380161821,4.438828617190993
494133.459305347,6653694.43587776,54384,GLASCONT_00827,mono glasbol groen,M1656,FLOR ALPAERTSSTRAAT,,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.18280894246777,4.438876388888448
494385.59753603,6653942.3962741,54385,GLASCONT_00828,mono glasbol wit,M1561,FRUITHOFLAAN,99,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.184205180885556,4.441141385151782
494387.270309656,6653944.13875232,54386,GLASCONT_00829,mono glasbol groen,M1623,FRUITHOFLAAN,99,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.184214992444026,4.4411564119329325
494354.861576962,6654945.86046712,54387,GLASCONT_00830,duo glasbol,D1198,SPOORWEGSTRAAT,79,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.18985514831977,4.440865279333753
493120.203093336,6654722.65545532,54388,GLASCONT_00833,duo glasbol,D1173,HENRI PROSTLAAN,5,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.188598460785045,4.429774153468663
493424.101512252,6655581.04092054,54389,GLASCONT_00834,duo glasbol,D1167,,49,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.19343115003018,4.4325041194139825
494752.72350201,6655962.82272255,54390,GLASCONT_00841,ondergrondse duo,O1123-A679,DIANALAAN,176,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.195580409435514,4.444439333816152
494750.270158845,6656264.2307322,54391,GLASCONT_00843,ondergrondse duo,O1137-A704,DIANALAAN,133,2600,ZUID,Berchem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.19727712981264,4.444417295059528
497573.412861195,6661824.99660576,54392,GLASCONT_00850,mono glasbol groen,M1599,TER HEYDELAAN,235,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.228569218211966,4.4697780174472435
497567.575848288,6661820.49237227,54393,GLASCONT_00851,mono glasbol wit,M1509,TER HEYDELAAN,235,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.22854388015177,4.469725582668163
497843.108735154,6661323.91444993,54394,GLASCONT_00852,mono glasbol wit,M1528,BARON LEROYSTRAAT,142,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.22575035120711,4.472200736703656
497847.387611147,6661316.37835113,54395,GLASCONT_00853,mono glasbol groen,M1589,BARON LEROYSTRAAT,142,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.22570795512422,4.47223917450069
497522.478367875,6660988.62670674,54396,GLASCONT_00854,mono glasbol wit,M1560,TER RIVIERENLAAN,111,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.223864073960634,4.4693204651088605
497522.492976701,6660996.32118967,54397,GLASCONT_00855,mono glasbol groen,M1643,TER RIVIERENLAAN,111,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.22390736280418,4.469320596342177
498623.280356223,6661048.35099225,54398,GLASCONT_00858,mono glasbol wit,M1512,RUGGEVELDLAAN_DEn,618,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.224200079258736,4.479209137618082
498625.392886668,6661055.23299862,54399,GLASCONT_00859,mono glasbol groen,M1601,RUGGEVELDLAAN_DEn,618,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.22423879686196,4.479228114801952
499049.99986889,6662483.19708845,54400,GLASCONT_00864,duo glasbol,D1187,TER HEYDELAAN,,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.23227170121721,4.48304242422069
498532.192959338,6662462.12106131,54401,GLASCONT_00865,mono glasbol wit,M1633,TER HEYDELAAN,,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.232153149809804,4.478390885609958
498521.987984344,6662456.42936113,54402,GLASCONT_00866,mono glasbol groen,M1546,TER HEYDELAAN,450,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.2321211342802,4.478299212759846
497013.695945641,6662997.03229515,54403,GLASCONT_00868,duo glasbol,D1145,KEESINGLAAN,13,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.23516189939836,4.464749994847019
499413.233427295,6660452.56488544,54404,GLASCONT_00870,duo glasbol,D1009,ZWARTE-ARENDLAAN,263,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.22084811204476,4.486305406792893
496265.481601099,6661261.12693217,54405,GLASCONT_00871,duo glasbol,D1027,TER HEYDELAAN,36,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,,51.22539712417718,4.458028671032024
495933.175202808,6660357.70952211,54406,GLASCONT_00872,duo glasbol,D1035,LAKBORSLEI,10,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.22031442137217,4.4550435118660685
495651.51209437,6661192.61333952,54407,GLASCONT_00873,mono glasbol wit,M1613,TEN EEKHOVELEI,43,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.225011680574546,4.452513289113244
495652.902264757,6661201.61160603,54408,GLASCONT_00874,mono glasbol groen,M1534,TEN EEKHOVELEI,43,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.22506230318449,4.452525777226306
495536.398616596,6661377.60620798,54409,GLASCONT_00875,duo glasbol,D1006,JOZEF NELLENSLEI,1,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,,51.22605240559457,4.451479207148318
496704.415157761,6660513.55005944,54410,GLASCONT_00878,mono glasbol wit,M1531,GALLIFORTLEI,39,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.2211912334816,4.461971678258648
496699.572186475,6660506.6323316,54411,GLASCONT_00879,mono glasbol groen,M1610,GALLIFORTLEI,39,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.2211523123354,4.461928173107379
496732.858411787,6661164.99833626,54412,GLASCONT_00880,duo glasbol,D1004,CORNELIS SCHUTSTRAAT,22,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.224856323243756,4.462227188356865
494964.703889298,6662112.18272809,54413,GLASCONT_00881,duo glasbol,D1287,BISSCHOPPENHOFLAAN,68,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,,51.23018472272361,4.446343586034495
495203.095754414,6662559.71454218,54414,GLASCONT_00883,duo glasbol,D1115,VAN AMSTELSTRAAT_DE,129,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,,51.23270210480606,4.448485096594929
495521.955080134,6662045.79368758,54415,GLASCONT_00885,duo glasbol,D1262,VAN DEYNSESTRAAT,127,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,,51.22981127032196,4.451349458652713
496557.629984842,6662410.86941933,54416,GLASCONT_00891,mono glasbol wit,M1547,SUZANNE SPANHOVENSTRAAT,21,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.23186486107734,4.460653084615496
496565.229836198,6662412.93722838,54417,GLASCONT_00892,mono glasbol groen,M1621,SUZANNE SPANHOVENSTRAAT,21,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.23187649246746,4.460721355241796
496963.931664812,6662035.7368844,54418,GLASCONT_00894,duo glasbol,D1146,BOSUIL,160,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.22975469841161,4.4643029547063
496178.336946506,6661845.46343366,54419,GLASCONT_00895,duo glasbol,D1059,CONFORTALEI,131,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,,51.22868435188051,4.457245837280522
496640.879534257,6661606.16071102,54420,GLASCONT_00896,mono glasbol wit,M1612,BLIVENSSTRAAT,54,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,,51.227338165310094,4.461400928041851
496648.479536524,6661608.92008152,54421,GLASCONT_00897,mono glasbol groen,M1538,BLIVENSSTRAAT,54,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,,51.22735368824761,4.461469200023808
499518.905672951,6661097.97452286,54422,GLASCONT_00898,duo glasbol,D1062,HAVIKLAAN,67,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,,51.22447925644145,4.487254676726694
499172.657863757,6661009.65724326,54423,GLASCONT_00899,duo glasbol,D1050,PROFESSOR VAN DEN WILDENBERGLAAN,48,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,,51.22398239079511,4.484144279735776
495062.428932049,6664406.96662332,54424,GLASCONT_00900,duo glasbol,D1056,SINT-BARTHOLOMEUSSTRAAT,118,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,,51.24309150488716,4.44722146502994
495952.437488221,6665506.67927363,54425,GLASCONT_00904,mono glasbol groen,M1541,VICTOR ROOSENSPLEIN,45,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,,51.24927544519686,4.455216547920004
497003.590212627,6665563.01505347,54426,GLASCONT_00905,duo glasbol,D1054,WILDERT,120,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,,51.2495922120166,4.464659213502782
496894.98990577,6666280.59749973,54427,GLASCONT_00906,mono glasbol groen,M1603,WINKELSTAP,252,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,,51.25362686912417,4.463683640347686
496895.411173375,6666287.55599867,54428,GLASCONT_00907,mono glasbol wit,M1536,WINKELSTAP,252,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,,51.253665992034286,4.463687424658968
496153.953097043,6665953.07076285,54429,GLASCONT_00908,duo glasbol,D1025,BREDABAAN,783a,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,,51.251785371230376,4.457026793433939
496452.07932172,6666187.67077856,54430,GLASCONT_00909,mono glasbol wit,M1521,,833,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,,51.25310440213888,4.459704906876181
496447.617628379,6666175.66430472,54431,GLASCONT_00910,mono glasbol groen,M1595,,833,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,,51.253036897051466,4.459664826802968
495717.836220812,6666422.03652513,54432,GLASCONT_00912,duo glasbol,D1032,RINGLAAN_ME,110,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,,51.25442207809515,4.453109088878131
