X,Y,OBJECTID,GISID,TYPE,GC_NR,STRAATNAAM,HUISNUMMER,POSTCODE,SECTOR,OPMERKING,EBDD,ROUTE_WEEK,ROUTE_WEEKEND,FREQ_SLK,SLK_MA,SLK_DI,SLK_WO,SLK_DO,SLK_VR,SLK_ZA,SLK_ZO,FREQ_LEDIGING,LED_MA,LED_DI,LED_WO,LED_DO,LED_VR,LED_ZA,LED_ZO
496889.563656565,6666273.17865432,54258,GLASCONT_04775,duo glasbol,D1037,WINKELSTAP,,2170,NOORD,Merksem,2020/07/28 10:46:33+00,,,,,,,,,,,,,,,,,,
482489.536195601,6653105.6235663,54259,GLASCONT_00553,duo glasbol,D1076,BOOMBEKELAAN,,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
483293.414337601,6651931.81412399,54260,GLASCONT_00554,duo glasbol,D1064,GROTEBAAN,23,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
483386.03743328,6654078.36209721,54261,GLASCONT_00560,duo glasbol,D1020,GRASPOLDERLAAN,,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
484534.301130378,6653796.33310745,54262,GLASCONT_00564,duo glasbol,D1065,,116,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
484859.08134849,6653064.95911308,54263,GLASCONT_00565,duo glasbol,D1070,VAN DE PERRELEI,9,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
486051.486002864,6653907.03975477,54264,GLASCONT_00566,mono glasbol wit,M2003,STEYNSTRAAT,330,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
486060.026285258,6653913.64833428,54265,GLASCONT_00567,mono glasbol groen,M1662,STEYNSTRAAT,330,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
486655.425472504,6654182.43269963,54266,GLASCONT_00569,mono glasbol wit,M1527,ZEELANDSTRAAT,,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
486651.094468503,6654187.68683951,54267,GLASCONT_00570,mono glasbol groen,M1609,ZEELANDSTRAAT,,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
486846.834268968,6653843.42072381,54268,GLASCONT_00571,ondergrondse duo,O1114-A687,GOLFSTRAAT_HO,32,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
488157.64392516,6652567.06003516,54269,GLASCONT_00572,mono glasbol wit,M1667,HUISBLOKSTRAAT,,2610,ZUID,Wilrijk,2024/05/07 12:03:17+00,,,Wekelijks,,x,,x,,,,,,x,,,,,
487437.690852864,6653078.68727122,54270,GLASCONT_00576,mono glasbol wit,M1576,,101,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,x,,,,,
487441.957602247,6653083.55601465,54271,GLASCONT_00577,mono glasbol groen,M1658,,101,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,x,,,,,
486991.178880517,6652690.67635103,54272,GLASCONT_00578,duo glasbol,D1254,RIDDERVELD,11,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,x,,,,,
485713.866480794,6652485.7655669,54273,GLASCONT_00581,mono glasbol groen,M1605,PAUL VEKEMANSLAAN,,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
485714.427287621,6652492.98908243,54274,GLASCONT_00582,mono glasbol wit,M1504,PAUL VEKEMANSLAAN,,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
484720.170066918,6652042.37170778,54275,GLASCONT_00584,mono glasbol wit,M1510,OUDESTRAAT_HO,130,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
484723.733608435,6652042.48967038,54276,GLASCONT_00585,mono glasbol groen,M1586,OUDESTRAAT_HO,130,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
484409.826757399,6651969.496429,54277,GLASCONT_00588,duo glasbol,D1148,VAN AMSTELSTRAAT_HO,44,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
485586.69997139,6651924.59337515,54278,GLASCONT_00593,ondergrondse duo,O1115-A662,EIKENLEI,8,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
484640.839445937,6650420.88075556,54279,GLASCONT_00594,duo glasbol,D1044,SCHANSSTRAAT,59,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
484846.941913217,6649930.12085157,54280,GLASCONT_00595,duo glasbol,D1097,KLAVERBLADDREEF_HO,,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
487829.704283053,6653336.75075911,54281,GLASCONT_00600,mono glasbol groen,M1664,LETTERKUNDESTRAAT,29,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,x,,,,,
487835.797015435,6653337.97067782,54282,GLASCONT_00601,mono glasbol wit,M1578,LETTERKUNDESTRAAT,29,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,x,,,,,
488215.550912618,6653171.31652224,54283,GLASCONT_00602,duo glasbol,D1253,KAREL MESTDAGHPLEIN,,2610,ZUID,Wilrijk,2024/05/07 12:08:37+00,,,Wekelijks,x,,x,,x,,,,,x,,,,,
488877.387178398,6652299.55667366,54284,GLASCONT_00603,duo glasbol,D1186,OVERWINNINGSTRAAT,,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
489010.972849067,6651703.58492091,54285,GLASCONT_00604,mono glasbol groen,M1606,MASTPLEIN,,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
489015.293257326,6651695.93761007,54286,GLASCONT_00605,mono glasbol wit,M1513,MASTPLEIN,,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
488380.594498363,6651227.74058721,54287,GLASCONT_00608,duo glasbol,D1118,VALKENVELD,,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
488045.974386417,6651314.11353885,54288,GLASCONT_00609,duo glasbol,D1242,VALKSTRAAT,86,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,x,,,,,
487886.038975078,6651059.60793913,54289,GLASCONT_00610,duo glasbol,D1170,BERKENVELDPLEIN,29,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,x,,,,,
489790.282923121,6650308.88011394,54290,GLASCONT_00611,duo glasbol,D1019,KRIJGSLAAN,,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
488668.126382687,6648452.50957734,54291,GLASCONT_00618,duo glasbol,D1239,EDENPLEIN,4,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
485743.64151682,6649545.67859281,54292,GLASCONT_00620,duo glasbol,D1135,MOERELEI,153,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
490795.044752009,6651548.58582043,54293,GLASCONT_00622,duo glasbol,D1015,KLAPROOSSTRAAT,,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
490430.960122166,6651078.8422019,54294,GLASCONT_00623,duo glasbol,A374,DOKTER DONNYPLEIN,30,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
489709.758950004,6651412.30787003,54295,GLASCONT_00624,duo glasbol,D1144,STEYTELINCKLEI,,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
489294.573096299,6650273.65792183,54296,GLASCONT_00628,duo glasbol,D1092,JOS OP DE BEECKLAAN,19,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
488880.780557334,6652517.77632387,54297,GLASCONT_00629,duo glasbol,D1102,OVERWINNINGSTRAAT,44,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
489010.473073922,6653870.06975416,54298,GLASCONT_00631,duo glasbol,D1058,POPULIERENLAAN,32,2020,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
490225.327973072,6654308.23088679,54299,GLASCONT_00632,duo glasbol,D1095,EGLANTIERLAAN_ANT,1,2020,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
489003.42549792,6651033.84381625,54300,GLASCONT_00634,duo glasbol,D1104,OUDESTRAAT_WI,27,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
492873.029725529,6652824.26141566,54301,GLASCONT_00637,duo glasbol,D1226,RINGLAAN_WI,82,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
493418.372206481,6652588.25272624,54302,GLASCONT_00638,duo glasbol,D1174,VIERBUNDERPLEIN,3,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
492097.791345657,6651382.61608926,54303,GLASCONT_00640,duo glasbol,D1034,BEECKMANSLAAN,,2610,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
488172.150633207,6653642.16640485,54304,GLASCONT_00642,duo glasbol,D1234,HOF VAN TICHELEN_ANT,30,2020,ZUID,Kiel,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
487394.935421959,6653995.610624,54305,GLASCONT_00643,duo glasbol,D1123,JULIUS DE GEYTERSTRAAT_ANT,93,2020,ZUID,Kiel,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
488573.850781784,6654557.67990235,54306,GLASCONT_00645,duo glasbol,D1179,JAN LIGTHARTPLEIN,317,2020,ZUID,Kiel,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
488888.362785797,6654685.9253036,54307,GLASCONT_00646,duo glasbol,D1251,POL DE MONTSTRAAT,31,2020,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
488586.950822496,6654658.02889461,54308,GLASCONT_00647,duo glasbol,D1165,JAN DE VOSLEI,23,2020,ZUID,Kiel,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
489204.259221031,6654819.34969638,54309,GLASCONT_00648,duo glasbol,D1233,VLAAMSEKUNSTLAAN,1,2020,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
489316.858329213,6655229.91686872,54310,GLASCONT_00653,mono glasbol wit,M2008,CAMILLE HUYSMANSLAAN,39,2020,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
489306.487822998,6655226.72281773,54311,GLASCONT_00654,mono glasbol groen,M1657,CAMILLE HUYSMANSLAAN,39,2020,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
487494.818498043,6655527.64667252,54312,GLASCONT_00656,duo glasbol,D1066,SINT-CATHARINAPLEIN,,2020,ZUID,Kiel,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
487065.436671705,6655451.95300597,54313,GLASCONT_00657,duo glasbol,D1071,EVERT LAROCKSTRAAT,8,2020,ZUID,Kiel,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
487201.461724045,6654766.19476011,54314,GLASCONT_00659,mono glasbol wit,M1548,JAN DAVIDLEI,1,2020,ZUID,Kiel,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
487194.561887709,6654770.6503382,54315,GLASCONT_00660,mono glasbol groen,M1618,ALFONS DE COCKSTRAAT,1,2020,ZUID,Kiel,2014/02/12 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
486936.876093246,6654617.05674217,54316,GLASCONT_00661,duo glasbol,D1121,JAN DAVIDLEI,72,2020,ZUID,Kiel,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
489170.217211492,6659300.40514745,54317,GLASCONT_00670,duo glasbol,D1078,KLOOSTERSTRAAT_ANT,143,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
489369.271453085,6659405.66608206,54318,GLASCONT_00671,duo glasbol,D1090,SINT-ANDRIESPLAATS,24,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490926.820536598,6658731.93757325,54319,GLASCONT_00672,ondergrondse duo,O1127-A623,MARIA-HENRIETTALEI_ANT,2,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,x,,,,,,
491801.120155913,6658523.4626855,54320,GLASCONT_00673,mono glasbol wit,M1519,LOOSPLAATS,7,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,x,,,,,,
491797.835969923,6658533.76996049,54321,GLASCONT_00674,mono glasbol groen,M1615,LOOSPLAATS,7,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,x,,,,,,
491278.062048245,6658165.19926561,54322,GLASCONT_00676,duo glasbol,D1154,JACOB JORDAENSSTRAAT,91,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,x,,,,x,,
491482.330190151,6657937.04143756,54323,GLASCONT_00677,duo glasbol,D1280,VERDRAAGZAAMHEIDSPLEIN,1,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,x,,,,x,,
492025.185173014,6656752.09832374,54324,GLASCONT_00681,duo glasbol,D1160,BOOMGAARDSTRAAT_ANT,94,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,x,,,,x,,
491241.650007132,6656494.50527581,54325,GLASCONT_00682,duo glasbol,D1229,PRINS ALBERTLEI_ANT,14,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
492623.414869742,6656346.08589545,54326,GLASCONT_00683,ondergrondse duo,O1106-A656,VICTOR JACOBSLEI,29,2600,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,x,,,,,,
493198.55685669,6656867.05522156,54327,GLASCONT_00684,duo glasbol,D1063,STANLEYSTRAAT,39,2018,MIDDEN,Centrum2,2022/10/19 22:00:00+00,,,Wekelijks,x,x,x,x,x,,,,x,,,,,,
492495.097211013,6656005.23066615,54328,GLASCONT_00685,ondergrondse duo,O1126-A629,DE VILLEGASSTRAAT,41,2600,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,x,,,,x,,
491550.716581689,6655636.28231622,54329,GLASCONT_00689,duo glasbol,D1133,DE WITTESTRAAT,52,2600,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,x,,,,,,
491741.665791764,6655856.52585385,54330,GLASCONT_00690,ondergrondse duo,O1112-A697,FRANS VAN HOMBEECKPLEIN,12,2600,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,x,,,,,,
491853.309557002,6656062.24129974,54331,GLASCONT_00693,ondergrondse duo,O1111-A661,FRANS JOCHEMSPLEIN,4,2600,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,x,,,,x,,
489011.055053162,6656375.28725825,54332,GLASCONT_00696,ondergrondse duo,O1135-A675,KIELSEVEST,,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
489977.748727219,6656572.11835032,54333,GLASCONT_00698,duo glasbol,D1268,MARKGRAVELEI,77,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490108.287832463,6655819.74538966,54334,GLASCONT_00699,duo glasbol,D1103,JAN VAN RIJSWIJCKLAAN_ANT,154-156,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
489574.31781623,6656858.05842856,54335,GLASCONT_00700,duo glasbol,D1283,FRANSENPLAATS,3,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490312.094203753,6657549.6964581,54336,GLASCONT_00707,mono glasbol wit,M2527,LANGE LOZANASTRAAT,72,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490314.770506328,6657550.87692002,54337,GLASCONT_00708,mono glasbol groen,M2031,LANGE LOZANASTRAAT,72,2018,MIDDEN,Centrum2,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490004.210646742,6654956.95786809,54338,GLASCONT_00710,duo glasbol,D1119,VOGELZANGLAAN,,2020,ZUID,Wilrijk,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
488693.553912249,6657812.41798192,54339,GLASCONT_00719,ondergrondse duo,O1120-A632,BARON DHANISLAAN,,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
488697.534307127,6657813.13515497,54340,GLASCONT_00720,ondergrondse duo,O1121-A631,BARON DHANISLAAN,,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490385.319454273,6662564.4754208,54341,GLASCONT_00725,duo glasbol,D3045,KATTENDIJKDOK-WESTKAAI,,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490845.338181808,6659620.93387519,54342,GLASCONT_00726,mono glasbol groen,M1632,MARIA PIJPELINCXSTRAAT,1,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490845.072190567,6659622.49819613,54343,GLASCONT_00727,mono glasbol wit,M1555,MARIA PIJPELINCXSTRAAT,1,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
491103.14245311,6661734.17167437,54344,GLASCONT_00728,ondergrondse duo,O1103-A741,ENTREPOTKAAI,,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
489726.251718793,6659739.16560843,54345,GLASCONT_00732,ondergrondse duo,O1132-A617,DRUKKERIJSTRAAT,36,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
489726.460853071,6659735.23890066,54346,GLASCONT_00733,ondergrondse duo,O1130-A618,DRUKKERIJSTRAAT,38,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
489271.167222537,6660116.27533283,54347,GLASCONT_00735,mono glasbol wit,M2503,ERNEST VAN DIJCKKAAI,2,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
489268.289342891,6660110.32428904,54348,GLASCONT_00736,mono glasbol groen,M2012,ERNEST VAN DIJCKKAAI,2,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
489964.120283047,6660243.69844835,54349,GLASCONT_00740,mono glasbol groen,M1680,GROENPLAATS,20,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
489958.78369706,6660244.83492882,54350,GLASCONT_00741,mono glasbol wit,M1556,GROENPLAATS,20,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490133.805720015,6659577.38470965,54351,GLASCONT_00746,duo glasbol,D1096,,5,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490845.941314415,6659616.53893736,54352,GLASCONT_00747,mono glasbol groen,M1644,MARIA PIJPELINCXSTRAAT,2,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490845.201449333,6659626.03891882,54353,GLASCONT_00748,mono glasbol wit,M1505,MARIA PIJPELINCXSTRAAT,2,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490363.618128223,6659190.83538383,54354,GLASCONT_00749,ondergrondse duo,O1128-A620,LANGE GASTHUISSTRAAT,45,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
490938.716556998,6660537.63267151,54355,GLASCONT_00753,duo glasbol,A344,KEIZERSTRAAT,71,2000,MIDDEN,Centrum1,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
492855.052005147,6660535.39551017,54356,GLASCONT_00756,ondergrondse duo,O1135-A606,OFFERANDESTRAAT,114,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
492798.206807251,6660655.6494244,54357,GLASCONT_00757,ondergrondse duo,O1129-A616,DUINSTRAAT,15,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
492485.582114127,6660787.72353361,54358,GLASCONT_00758,duo glasbol,D1074,SINT-ELISABETHSTRAAT,57,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
491844.040125063,6660660.19752608,54359,GLASCONT_00760,duo glasbol,D1255,OSYSTRAAT,16,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
492076.885094017,6660547.38878076,54360,GLASCONT_00761,duo glasbol,D1271,DE CONINCKPLEIN,6,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
482910.461375783,6651657.1749283,54361,GLASCONT_00766,duo glasbol,D1060,ACHTURENDAGSTRAAT,27,2660,ZUID,Hoboken,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
492524.28150291,6662459.33091481,54362,GLASCONT_00780,duo glasbol,D1117,DAMPLEIN,86,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
492707.019837297,6662373.77253078,54363,GLASCONT_00781,duo glasbol,D1114,DAMPLEIN,27,2060,MIDDEN,Centrum3,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
494126.415242515,6660037.6114142,54364,GLASCONT_00791,duo glasbol,D1214,HELMSTRAAT,163,2140,MIDDEN,Borgerhout,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
495204.378434994,6660393.45725071,54365,GLASCONT_00793,mono glasbol wit,M1581,BUURTSPOORWEGLEI,28,2140,MIDDEN,Borgerhout,1999/12/31 00:00:00+00,,,Wekelijks,x,x,x,x,x,,,,,,,,,,
